ID,IsVIP,CountryCode,TotalUnits,TotalFee,Industry,Tenure,UsersCount,Churn,ChurnPerc,TicketsCount,TicketsPriorityMean,TicketsClosedCount,SLATimeUsedTotal,SLATimeUsedMean,SLAPercentageTotal,SLAPercentageMean,NonCompliantSLACount,RMACount,RMAUnitsCount,MDVRCount,FatigueMonitorCount,FuelSensorCount,PowerOnEventsCount,PricingCancelCount,ClosedBussCancelCount,NoPaymentCancelCount,SoldVehicleCancelCount,NoUsedVehicleCancelCount,MultHWCasesCancelCount,NoUsedCancelCount
68216,0,US,3,71.85,Rental,19,0,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,0,0
68250,0,CO,4,143.15,Transportation,19,3,0,26.20,11,2.00,9,132653,12059.00,1820,165.00,11,0,0,0,0,0,252,0,0,0,1,0,0,0
68252,0,CO,1,19.99,Service,19,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,28,0,0,0,1,0,0,0
68259,0,CO,1,19.99,Real Estate Industries,19,1,1,100.00,1,1.00,1,5283,5283.00,44,44.00,1,0,0,0,0,0,722,0,0,0,1,0,0,0
68261,0,CO,2,249.50,Service,19,2,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,70,0,0,0,0,0,0,0
68273,0,CO,1,19.99,Construction General,19,1,0,1.20,2,2.00,2,11904,5952.00,239,119.00,2,0,0,0,0,0,21,0,0,0,0,0,0,0
68293,0,CO,1,139.80,Service,19,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,402,0,0,0,0,0,0,0
68294,0,CO,3,59.97,Transportation,19,1,0,1.20,4,3.00,3,21455,5363.00,793,198.00,4,0,0,0,0,0,46,0,0,0,0,0,0,0
68324,0,CO,1,19.99,Architectural,19,1,0,1.20,4,3.00,4,78622,19655.00,1133,283.00,4,0,0,0,0,0,319,0,0,0,0,0,0,0
68325,0,CO,1,19.99,Rental,19,1,1,100.00,1,3.00,0,17715,17715.00,149,149.00,1,0,0,0,0,0,13,0,1,0,0,0,0,0
68331,0,PE,1,0.00,Transportation & Logistics,19,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,13,0,0,0,0,0,0,0
68335,0,CO,1,19.99,Construction General,19,1,1,100.00,5,2.00,5,140473,28094.00,2462,492.00,5,0,0,0,0,0,118954,0,0,0,1,0,0,0
68340,0,CO,1,19.99,Food Services Industries,19,1,0,1.20,2,3.00,2,4495,2247.00,155,77.00,2,0,0,0,0,0,5,0,0,0,0,0,0,0
68345,0,CO,1,19.99,Architectural,19,1,1,100.00,1,3.00,0,37004,37004.00,311,311.00,1,0,0,0,0,0,7444,0,0,1,0,0,0,0
68360,0,CO,1,124.75,Transportation,19,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,12,0,0,0,0,0,0,0
68376,0,CO,3,59.97,Rental,19,1,0,1.20,2,3.00,2,37590,18795.00,365,182.00,2,0,0,0,0,3,96,0,0,0,0,0,0,0
68378,1,PE,8,239.92,Transportation,19,13,1,100.00,7,2.00,7,0,0.00,0,0.00,7,0,0,0,1,0,78757,1,0,0,0,0,0,0
68390,0,CO,1,19.99,Service,19,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,12,0,0,0,0,0,0,0
68392,0,CO,5,39.98,Transportation & Logistics,19,1,0,61.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,746,0,0,0,2,0,0,0
68424,0,CO,4,59.97,Transportation,19,1,0,26.20,6,2.00,4,117688,19614.00,2208,368.00,6,0,0,0,0,0,53424,0,0,1,4,0,0,0
68428,0,CO,1,19.99,Rental,19,1,0,1.20,1,3.00,1,3348,3348.00,124,124.00,1,0,0,0,0,0,228,0,0,0,0,0,0,0
68432,0,CO,1,19.99,Architectural,19,1,0,1.20,1,3.00,0,27473,27473.00,231,231.00,1,0,0,0,0,0,226,0,0,0,0,0,0,0
68435,0,PE,1,29.99,Transportation & Logistics,19,1,0,1.20,3,3.00,3,0,0.00,0,0.00,3,0,0,0,1,0,4,0,0,0,0,0,0,0
68436,0,CO,1,19.99,Rental,19,1,0,1.20,1,3.00,1,30926,30926.00,260,260.00,1,0,0,0,0,0,2,0,0,0,1,0,0,0
68448,0,CO,2,39.98,Service,18,1,0,1.20,2,3.00,2,0,0.00,0,0.00,2,0,0,0,0,0,185,0,0,0,2,0,0,0
68450,0,CO,1,19.99,Service,18,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,11,0,0,0,0,0,0,0
68456,0,CO,1,19.99,Rental,18,1,1,100.00,2,2.00,2,21346,10673.00,179,89.00,2,0,0,0,0,0,1348,0,0,0,1,0,0,0
68468,0,CO,3,374.25,Service,18,1,0,1.20,6,2.00,5,0,0.00,0,0.00,6,0,0,0,0,0,2737,0,0,0,0,0,0,0
68474,0,CO,4,79.96,Transportation,18,1,1,100.00,3,3.00,2,0,0.00,0,0.00,3,0,0,0,0,0,369,0,0,2,0,0,0,0
68482,0,CO,1,19.99,Service,18,1,1,100.00,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,55,0,0,0,1,0,0,0
68483,0,CO,2,299.50,Engineering and Construction Industries,18,1,0,1.20,3,2.00,3,26682,8894.00,145,48.00,3,0,0,0,0,0,651,0,0,0,0,0,0,0
68495,0,CO,4,79.96,Transportation,18,1,0,1.20,7,2.00,6,134555,19222.00,4557,651.00,7,0,0,0,0,0,1124,0,0,0,1,0,0,0
68501,0,CO,1,19.99,Rental,18,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,26,0,0,0,0,0,0,0
68503,0,CO,7,139.93,Service,18,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,3147,0,0,2,0,0,0,0
68504,0,CO,10,199.90,Service,18,1,0,1.20,11,2.00,9,176938,16085.00,2522,229.00,11,0,0,0,0,0,4504,0,0,0,1,0,0,0
68528,0,US,2,17.99,Accounting,18,1,0,51.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68529,0,CO,1,19.99,Transportation,18,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,123926,0,0,0,1,0,0,0
68561,0,CO,1,19.99,Service,18,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,10,0,0,0,0,0,0,0
68576,0,CO,1,19.99,Transportation,18,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,21,0,0,0,0,0,0,0
68577,0,CO,1,19.99,Transportation,18,1,0,1.20,2,2.00,1,0,0.00,0,0.00,2,0,0,0,0,0,27,0,0,0,0,0,0,0
68586,0,CO,1,19.99,Agriculture,18,1,0,1.20,1,3.00,1,881,881.00,32,32.00,1,0,0,0,0,0,94,0,0,0,0,0,0,0
68590,0,CO,1,19.99,Transportation,18,1,1,100.00,2,3.00,2,59259,29629.00,727,363.00,2,0,0,0,0,0,494,0,0,0,1,0,0,0
68602,0,CO,5,149.95,Engineering and Construction Industries,18,1,0,1.20,2,3.00,2,7500,3750.00,277,138.00,2,0,0,0,0,0,19636,0,0,0,0,0,0,0
68611,0,CO,8,100.00,Transportation,18,2,0,1.20,8,2.00,6,0,0.00,0,0.00,8,0,0,0,0,5,44803,0,0,0,0,0,0,0
68620,0,CO,2,39.98,Service,18,1,0,1.20,1,2.00,1,34052,34052.00,1576,1576.00,1,0,0,0,0,0,70,0,0,0,0,0,0,0
68621,0,CO,1,19.99,Transportation,18,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,34,0,0,0,0,0,0,0
68634,0,CO,1,19.99,Transportation,18,1,1,100.00,4,2.00,2,0,0.00,0,0.00,4,0,0,0,0,0,358,0,0,1,0,0,0,0
68635,0,CO,8,76.54,Transportation,18,1,0,26.20,5,3.00,4,0,0.00,0,0.00,5,0,0,0,0,0,365,0,1,0,1,0,0,0
68637,0,CO,1,29.99,Transportation,18,1,0,1.20,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,3,0,0,0,0,0,0,0
68638,0,CO,1,29.99,Transportation,18,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,166,0,0,0,0,0,0,0
68655,0,CO,1,19.99,Transportation,18,1,1,100.00,2,1.00,2,71203,35601.00,1897,948.00,2,0,0,0,0,0,799,0,0,0,1,0,0,0
68686,0,CO,2,249.50,Service,18,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,2008,0,0,0,0,0,0,0
68688,0,CO,1,19.99,Service,18,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,1068,0,0,0,0,0,0,0
68705,0,CO,5,99.95,Service,18,1,0,1.20,3,2.00,2,63714,21238.00,1084,361.00,3,0,0,0,0,0,1925,0,0,0,0,0,0,0
68708,0,PE,1,19.99,Transportation,18,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,69,0,0,0,0,0,0,0
68719,0,CO,1,19.99,Service,18,1,0,1.20,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,57,0,0,0,0,0,0,0
68720,0,CO,1,19.99,Service,18,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,244,0,0,0,0,0,0,0
68725,0,CO,1,19.99,Service,18,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,73,0,0,0,0,0,0,0
68730,0,CO,15,149.70,Transportation,17,4,0,21.20,16,2.00,15,200574,12535.00,1884,117.00,16,0,0,0,0,0,12465,0,0,0,2,0,0,0
68731,0,PE,1,19.99,Transportation,17,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,56615,0,0,0,0,0,0,0
68745,0,CO,1,19.99,Transportation,17,1,1,100.00,1,3.00,0,26318,26318.00,221,221.00,1,0,0,0,0,0,159,0,0,1,0,0,0,0
68746,0,CO,1,19.99,Rental,17,1,1,100.00,3,2.00,3,4708,1569.00,85,28.00,3,0,0,0,0,0,45,0,0,0,1,0,0,0
68761,0,PE,1,19.99,Transportation,17,1,1,100.00,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,207,0,0,0,1,0,0,0
68776,0,CO,2,39.98,Transportation,17,1,1,100.00,2,3.00,2,87912,43956.00,739,369.00,2,0,0,0,0,0,66,0,0,0,1,0,0,0
68784,0,CO,1,29.99,Transportation,17,1,1,100.00,1,3.00,1,23587,23587.00,198,198.00,1,0,0,0,0,0,28704,0,0,1,0,0,0,0
68785,0,CO,1,19.99,Transportation,17,1,0,1.20,1,3.00,1,1,1.00,0,0.00,1,0,0,0,0,0,177,0,0,0,0,0,0,0
68791,0,CO,1,19.99,Service,17,1,1,100.00,2,3.00,2,16094,8047.00,135,67.00,2,0,0,0,0,0,37,0,0,0,1,0,0,0
68812,0,CO,1,19.99,Service,17,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,1962,0,0,0,0,0,0,0
68834,0,CO,10,199.90,Service,17,1,0,1.20,8,2.00,6,133275,16659.00,2086,260.00,8,0,0,0,0,0,350844,0,0,0,0,0,0,0
68847,0,CO,1,19.99,Engineering and Construction Industries,17,1,1,100.00,2,3.00,2,48679,24339.00,455,227.00,2,0,0,0,0,0,69,0,0,0,1,0,0,0
68853,0,CO,2,39.98,Service,17,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,281,0,0,0,0,0,0,0
68858,0,CO,1,19.99,Service,17,1,0,1.20,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,2403,0,0,0,0,0,0,0
68859,0,CO,3,59.97,Service,17,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,2340,0,0,0,0,0,0,0
68876,0,PE,1,29.99,Transportation,17,1,0,1.20,4,3.00,4,0,0.00,0,0.00,4,0,0,0,0,0,15693,0,0,0,0,0,0,0
68890,0,PE,1,19.99,Transportation,17,1,0,1.20,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,41,0,0,0,0,0,0,0
68896,0,CO,1,19.99,Service,17,1,0,1.20,3,3.00,2,0,0.00,0,0.00,3,0,0,0,0,0,5683,0,0,0,0,0,0,0
68898,0,CO,1,19.99,Service,17,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,14850,0,0,0,1,0,0,0
68904,0,CO,4,79.96,Rental,17,3,0,1.20,2,3.00,1,14425,7212.00,342,171.00,2,0,0,0,0,0,1091,0,0,0,0,0,0,0
68906,0,PE,4,79.96,Transportation,17,3,0,1.20,3,3.00,3,0,0.00,0,0.00,3,0,0,0,0,0,17255,0,0,0,0,0,0,0
68910,0,PE,1,29.99,Telecommunications,17,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,7,0,0,0,0,0,0,0
68933,0,PE,9,179.91,Transportation,17,1,1,100.00,10,2.00,9,0,0.00,0,0.00,10,0,0,0,0,0,30063,0,0,0,0,0,1,0
68943,1,CO,234,1367.63,Electronics,17,6,0,35.82,28,2.00,27,0,0.00,0,0.00,28,0,0,0,0,0,378715,0,0,0,9,0,0,0
68948,0,CO,5,99.95,Service,17,1,0,1.20,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,5097,0,0,0,0,0,0,0
68962,0,PE,1,19.99,Transportation,17,1,0,1.20,3,3.00,3,0,0.00,0,0.00,3,0,0,0,0,0,1758,0,0,0,0,0,0,0
68979,0,CO,1,19.99,Transportation,17,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,113,0,0,0,0,0,0,0
68981,0,CO,1,19.99,Transportation,17,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,115,0,0,0,0,0,0,0
68992,0,CO,1,19.99,Service,17,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,3080,0,0,0,0,0,0,0
68997,0,CO,5,549.00,Service,17,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,1946,0,0,0,0,0,0,0
69011,0,CO,1,19.99,Service,17,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,3301,0,0,0,0,0,0,0
69013,0,CO,2,19.99,Service,17,2,0,51.20,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,282,0,0,0,1,0,0,0
69025,0,CO,1,19.99,Rental,17,1,0,1.20,3,3.00,3,84488,28162.00,3128,1042.00,3,0,0,0,0,0,4048,0,0,0,0,0,0,0
69043,0,CO,2,39.98,Construction General,17,1,0,1.20,3,3.00,3,11665,3888.00,203,67.00,3,0,0,0,0,0,1100,0,0,0,0,0,0,0
69044,0,PE,1,19.99,Transportation,17,1,0,1.20,2,3.00,2,0,0.00,0,0.00,2,0,0,0,0,0,19,0,0,0,0,0,0,0
69054,0,PE,3,59.97,Transportation & Logistics,17,1,0,1.20,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,435,0,0,0,0,0,0,0
69058,0,CO,1,19.99,Transportation,17,1,0,1.20,1,2.00,1,213,213.00,19,19.00,1,0,0,0,0,0,3,0,0,0,0,0,0,0
69061,0,CO,1,19.99,Rental,17,1,0,1.20,1,2.00,1,3433,3433.00,127,127.00,1,0,0,0,0,0,23,0,0,0,0,0,0,0
69075,0,PE,1,19.99,Transportation,17,1,0,1.20,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,108,0,0,0,0,0,0,0
69083,0,CO,1,19.99,Transportation,16,1,1,100.00,1,3.00,1,33989,33989.00,286,286.00,1,0,0,0,0,0,5,1,0,0,0,0,0,0
69084,0,PE,2,59.98,Transportation,16,1,0,1.20,4,2.00,4,0,0.00,0,0.00,4,0,0,0,0,2,137,0,0,0,0,0,0,0
69089,0,PE,13,269.87,Transportation,16,2,1,100.00,6,2.00,5,0,0.00,0,0.00,6,0,0,0,0,13,772,0,0,1,0,0,0,0
69098,0,PE,1,19.99,Transportation,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,86,0,0,0,0,0,0,0
69108,0,PE,7,139.93,Transportation,16,1,0,1.20,4,2.00,4,0,0.00,0,0.00,4,0,0,0,0,0,1681,0,0,0,0,0,0,0
69116,0,CO,1,19.99,Government,16,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,30,0,0,0,1,0,0,0
69135,0,CO,2,39.98,Construction General,16,1,0,1.20,3,2.00,3,1859,619.00,67,22.00,3,0,0,0,0,0,36,0,0,0,0,0,0,0
69138,0,CO,1,19.99,Transportation,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,8,0,0,0,0,0,0,0
69141,0,CO,44,126.31,Transportation,16,1,0,1.20,3,2.00,3,0,0.00,0,0.00,3,0,0,0,0,5,6063,0,0,0,0,0,0,0
69151,0,CO,1,19.99,Construction General,16,1,1,100.00,3,3.00,3,65833,21944.00,2436,812.00,3,0,0,0,0,0,683,0,0,1,0,0,0,0
69172,0,CO,1,19.99,Transportation,16,1,1,100.00,10,2.00,10,32934,3293.00,1213,121.00,10,0,0,0,0,0,3128,0,0,0,1,0,0,0
69182,0,CO,1,19.99,Service,16,1,0,1.20,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,711,0,0,0,0,0,0,0
69194,0,CO,1,19.99,Transportation,16,1,0,1.20,4,3.00,4,9386,2346.00,99,24.00,4,0,0,0,0,0,68747,0,0,0,0,0,0,0
69200,0,CO,1,19.99,Service,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,64,0,0,0,0,0,0,0
69223,0,CO,1,19.99,Service,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,33,0,0,0,0,0,0,0
69224,0,CO,1,19.99,Transportation,16,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,5,0,0,0,0,0,0,0
69233,0,CO,1,19.99,Service,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,756,0,0,0,0,0,0,0
69234,0,CO,2,39.98,Service,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,136,0,0,0,0,0,0,0
69235,0,CO,1,19.99,Rental,16,1,0,1.20,2,2.00,2,51216,25608.00,1896,948.00,2,0,0,0,0,0,414,0,0,0,0,0,0,0
69237,0,PE,1,19.99,Transportation & Logistics,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,5,0,0,0,0,0,0,0
69244,0,PE,1,29.99,Transportation,16,1,0,1.20,2,3.00,2,0,0.00,0,0.00,2,0,0,0,0,0,463,0,0,0,0,0,0,0
69253,0,CO,1,19.99,Service,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,379,0,0,0,0,0,0,0
69260,0,CO,5,623.75,Service,16,1,0,1.20,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,2481,0,0,0,0,0,0,0
69274,0,CO,1,29.99,Service,16,1,0,1.20,1,3.00,0,4542,4542.00,38,38.00,1,0,0,0,0,0,38,0,0,0,0,0,0,0
69308,0,CO,5,62.38,Rental,16,1,0,1.20,4,2.00,3,15513,3878.00,2530,632.00,4,0,0,0,0,0,1970,0,0,0,0,0,0,0
69319,0,CO,1,19.99,Rental,16,2,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,704,0,0,0,0,0,0,0
69321,0,PE,3,59.97,Transportation,16,1,0,1.20,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,46,0,0,0,0,0,0,0
69341,0,CO,6,773.50,Service,16,3,0,1.20,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,1657,0,0,0,0,0,0,0
69343,0,CO,3,449.25,Transportation,16,1,0,1.20,2,2.00,2,477,238.00,44,22.00,2,0,0,0,0,0,153,0,0,0,0,0,0,0
69351,0,CO,2,39.98,Service,16,1,0,1.20,4,2.00,4,75496,18874.00,2815,703.00,4,0,0,0,0,0,57,0,0,0,0,0,0,0
69364,0,CO,1,19.99,Transportation,16,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,113,0,0,0,0,0,0,0
69369,0,CO,2,39.98,Transportation,16,1,1,100.00,2,3.00,1,0,0.00,0,0.00,2,0,0,0,0,0,2024,0,0,1,0,0,0,0
69393,0,CO,2,249.50,Service,16,1,0,1.20,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,23,0,0,0,0,0,0,0
69394,0,CO,1,19.99,Service,16,1,0,1.20,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,16,0,0,0,0,0,0,0
69402,0,CO,1,19.99,Transportation,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,69,0,0,0,0,0,0,0
69417,0,CO,1,19.99,Rental,16,1,0,1.20,4,2.00,4,67385,16846.00,2494,623.00,4,0,0,0,0,0,7,0,0,0,0,0,0,0
69425,0,MX,3,89.97,Transportation,16,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,18,0,0,0,0,0,0,0
69431,0,CO,12,144.00,Transportation,16,2,0,1.20,11,2.00,11,58693,5335.00,1929,175.00,11,0,0,0,0,0,6758,0,0,0,0,0,0,0
69439,0,MX,2,39.98,Transportation,16,3,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,2794,0,0,0,0,0,0,0
69444,0,CO,1,81.30,Trucking and Truck Leasing Industries,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,1004,0,0,0,0,0,0,0
69449,0,PE,2,59.98,Transportation & Logistics,15,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,9739,0,0,1,0,0,0,0
69454,0,PE,1,29.99,Transportation,15,2,0,1.20,2,3.00,1,0,0.00,0,0.00,2,0,0,0,0,0,68,0,0,0,0,0,0,0
69473,0,PE,6,119.94,Transportation,15,1,0,1.20,3,3.00,3,0,0.00,0,0.00,3,0,0,0,0,0,1708,0,0,1,0,0,0,0
69487,0,CO,4,79.96,Architectural,15,1,0,1.20,2,2.00,2,7666,3833.00,406,203.00,2,0,0,0,0,0,185203,0,0,0,0,0,0,0
69508,0,CO,17,509.83,Construction General,15,1,0,1.20,12,2.00,9,172077,14339.00,3143,261.00,12,0,0,0,0,15,7237,0,0,0,0,0,0,0
69530,0,CO,1,19.99,Service,15,1,0,1.20,2,3.00,2,0,0.00,0,0.00,2,0,0,0,0,0,141411,0,0,0,0,0,0,0
69532,0,CO,2,39.98,Service,15,1,0,1.20,1,3.00,1,816,816.00,30,30.00,1,0,0,0,0,0,988,0,0,0,0,0,0,0
69535,0,CO,10,299.90,Food Services Industries,15,1,1,100.00,3,3.00,2,30821,10273.00,504,168.00,3,0,0,0,0,0,1003,0,0,1,0,0,0,0
69537,0,CO,1,19.99,Construction General,15,1,0,1.20,2,2.00,2,59393,29696.00,2199,1099.00,2,0,0,0,0,0,3373,0,0,0,0,0,0,0
69543,0,CO,1,19.99,Transportation,15,1,0,1.20,3,2.00,1,22145,7381.00,148,49.00,3,0,0,0,0,0,5826,0,0,0,0,0,0,0
69547,0,CO,3,59.97,Service,15,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,1676,0,0,0,0,0,0,0
69575,0,US,2,39.98,Transportation & Logistics,15,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,96,0,0,1,0,0,0,0
69579,0,CO,1,124.75,Transportation,15,1,0,1.20,1,3.00,1,769,769.00,28,28.00,1,0,0,0,0,0,2204,0,0,0,0,0,0,0
69580,0,CO,1,29.99,Transportation,15,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,1,356,0,0,0,0,0,0,0
69589,0,CO,1,19.99,Rental,15,1,0,1.20,1,2.00,1,966,966.00,89,89.00,1,0,0,0,0,0,1231,0,0,0,0,0,0,0
69601,0,CO,2,19.99,Service,15,1,0,51.20,2,3.00,1,0,0.00,0,0.00,2,0,0,0,0,0,2,0,0,0,1,0,0,0
69602,0,PE,1,19.99,Transportation,15,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,68,0,0,0,0,0,0,0
69605,0,CO,1,19.99,Service,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,14,0,0,0,0,0,0,0
69609,0,CO,1,19.99,Transportation,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,750,0,0,0,0,0,0,0
69613,0,MX,9,179.91,Transportation,15,7,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,421,0,0,0,0,0,0,0
69617,0,CO,1,19.99,Service,15,2,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,154,0,0,0,0,0,0,0
69618,0,CO,1,19.99,Service,15,1,0,1.20,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,61,0,0,0,1,0,0,0
69619,0,CO,6,179.94,Food Services Industries,15,5,0,1.20,10,2.00,9,134106,13410.00,4860,486.00,10,0,0,0,0,0,1563,0,0,0,0,0,0,0
69620,0,CO,1,19.99,Service,15,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,74,0,0,0,2,0,0,0
69621,0,CO,1,19.99,Service,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,167,0,0,0,0,0,0,0
69622,0,PE,3,89.97,Transportation,15,1,1,100.00,9,2.00,7,0,0.00,0,0.00,9,0,0,0,0,6,615,0,0,0,0,0,1,0
69635,0,PE,3,59.97,Transportation,15,1,1,100.00,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,190,0,0,0,0,0,0,0
69640,0,CO,2,39.98,Service,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,65018,0,0,0,0,0,0,0
69673,0,CO,1,19.99,Rental,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,5222,0,0,0,0,0,0,0
69681,0,CO,1,19.99,Architectural,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,141,0,0,0,0,0,0,0
69688,0,CO,1,19.99,Transportation,15,1,0,1.20,5,2.00,3,32329,6465.00,1117,223.00,5,0,0,0,0,0,370,0,0,0,0,0,0,0
69689,0,CO,5,99.95,Transportation,15,4,0,1.20,11,2.00,10,84912,7719.00,2926,266.00,11,0,0,0,0,0,1996,0,0,0,0,0,0,0
69701,0,US,1,17.99,Service,15,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,3,0,0,0,0,0,0,0
69704,0,CO,1,19.99,Service,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,77,0,0,0,0,0,0,0
69717,0,CO,1,19.99,Transportation,15,1,0,1.20,1,3.00,0,7050,7050.00,59,59.00,1,0,0,0,0,0,257,0,0,0,0,0,0,0
69719,0,CO,1,19.99,Service,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,39,0,0,0,0,0,0,0
69721,0,CO,1,19.99,Service,15,1,0,1.20,2,3.00,1,0,0.00,0,0.00,2,0,0,0,0,0,260897,0,0,0,0,0,0,0
69724,0,CO,2,39.98,Service,15,1,0,1.20,2,2.00,2,16700,8350.00,617,308.00,2,0,0,0,0,0,44,0,0,0,0,0,0,0
69728,0,CO,1,19.99,Service,15,1,0,1.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,50197,0,0,0,0,0,0,0
